地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
中央区(2) 南17条西4丁目～15丁目,札幌センター1,月 木,20250902 20250930 20251028 20251125 20260519 20260616 20260714 20260811 20260908,20250916 20251014 20251111 20251209 20260113 20260210 20260310 20260407 20260505 20260602 20260630 20260728 20260825 20260922,水,20250909 20250923 20251007 20251021 20251104 20251118 20251202 20251216 20251230 20260120 20260203 20260217 20260303 20260317 20260331 20260414 20260428 20260512 20260526 20260609 20260623 20260707 20260721 20260804 20260818 20260901 20260915 20260929,金
中央区(2) 南17条西16・17丁目（南17条通の南側のみ）,札幌センター1,月 木,20250902 20250930 20251028 20251125 20260519 20260616 20260714 20260811 20260908,20250916 20251014 20251111 20251209 20260113 20260210 20260310 20260407 20260505 20260602 20260630 20260728 20260825 20260922,水,20250909 20250923 20251007 20251021 20251104 20251118 20251202 20251216 20251230 20260120 20260203 20260217 20260303 20260317 20260331 20260414 20260428 20260512 20260526 20260609 20260623 20260707 20260721 20260804 20260818 20260901 20260915 20260929,金
中央区(2) 南18条～30条の西○丁目,札幌センター1,月 木,20250902 20250930 20251028 20251125 20260519 20260616 20260714 20260811 20260908,20250916 20251014 20251111 20251209 20260113 20260210 20260310 20260407 20260505 20260602 20260630 20260728 20260825 20260922,水,20250909 20250923 20251007 20251021 20251104 20251118 20251202 20251216 20251230 20260120 20260203 20260217 20260303 20260317 20260331 20260414 20260428 20260512 20260526 20260609 20260623 20260707 20260721 20260804 20260818 20260901 20260915 20260929,金
中央区(3) 南3条西11丁目・12丁目（南3条通の南側のみ）,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南4条西9丁目・10丁目（南4条通の南側のみ）,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南4条西11丁目～27丁目,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南5条～8条の西9丁目～27丁目,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南7条西8丁目1024番地,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南9条～16条の西13丁目～23丁目,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南17条西16丁目・17丁目（南17条通の北側のみ）,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 南17条西18丁目,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 円山・双子山・界川・旭ヶ丘・伏見,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(3) 円山西町（9丁目5番、6番のみ）,札幌センター1,月 木,20250905 20251003 20251031 20251128 20260522 20260619 20260717 20260814 20260911,20250919 20251017 20251114 20251212 20260116 20260213 20260313 20260410 20260508 20260605 20260703 20260731 20260828 20260925,火,20250912 20250926 20251010 20251024 20251107 20251121 20251205 20251219 20260109 20260123 20260206 20260220 20260306 20260320 20260403 20260417 20260501 20260515 20260529 20260612 20260626 20260710 20260724 20260807 20260821 20260904 20260918,水
中央区(4) 北1条西10丁目～19丁目（北1条通の北側のみ）,札幌センター1,火 金,20250901 20250929 20251027 20251124 20260518 20260615 20260713 20260810 20260907,20250915 20251013 20251110 20251208 20260112 20260209 20260309 20260406 20260504 20260601 20260629 20260727 20260824 20260921,水,20250908 20250922 20251006 20251020 20251103 20251117 20251201 20251215 20251229 20260119 20260202 20260216 20260302 20260316 20260330 20260413 20260427 20260511 20260525 20260608 20260622 20260706 20260720 20260803 20260817 20260831 20260914 20260928,木
中央区(4) 北2条西8丁目～19丁目,札幌センター1,火 金,20250901 20250929 20251027 20251124 20260518 20260615 20260713 20260810 20260907,20250915 20251013 20251110 20251208 20260112 20260209 20260309 20260406 20260504 20260601 20260629 20260727 20260824 20260921,水,20250908 20250922 20251006 20251020 20251103 20251117 20251201 20251215 20251229 20260119 20260202 20260216 20260302 20260316 20260330 20260413 20260427 20260511 20260525 20260608 20260622 20260706 20260720 20260803 20260817 20260831 20260914 20260928,木
中央区(4) 北3条・4条の西8丁目～20丁目,札幌センター1,火 金,20250901 20250929 20251027 20251124 20260518 20260615 20260713 20260810 20260907,20250915 20251013 20251110 20251208 20260112 20260209 20260309 20260406 20260504 20260601 20260629 20260727 20260824 20260921,水,20250908 20250922 20251006 20251020 20251103 20251117 20251201 20251215 20251229 20260119 20260202 20260216 20260302 20260316 20260330 20260413 20260427 20260511 20260525 20260608 20260622 20260706 20260720 20260803 20260817 20260831 20260914 20260928,木
中央区(4) 北5条～11条の西9丁目～20丁目,札幌センター1,火 金,20250901 20250929 20251027 20251124 20260518 20260615 20260713 20260810 20260907,20250915 20251013 20251110 20251208 20260112 20260209 20260309 20260406 20260504 20260601 20260629 20260727 20260824 20260921,水,20250908 20250922 20251006 20251020 20251103 20251117 20251201 20251215 20251229 20260119 20260202 20260216 20260302 20260316 20260330 20260413 20260427 20260511 20260525 20260608 20260622 20260706 20260720 20260803 20260817 20260831 20260914 20260928,木
中央区(4) 北12条～14条の西15丁目～19丁目,札幌センター1,火 金,20250901 20250929 20251027 20251124 20260518 20260615 20260713 20260810 20260907,20250915 20251013 20251110 20251208 20260112 20260209 20260309 20260406 20260504 20260601 20260629 20260727 20260824 20260921,水,20250908 20250922 20251006 20251020 20251103 20251117 20251201 20251215 20251229 20260119 20260202 20260216 20260302 20260316 20260330 20260413 20260427 20260511 20260525 20260608 20260622 20260706 20260720 20260803 20260817 20260831 20260914 20260928,木
中央区(4) 北15条～22条の西○丁目,札幌センター1,火 金,20250901 20250929 20251027 20251124 20260518 20260615 20260713 20260810 20260907,20250915 20251013 20251110 20251208 20260112 20260209 20260309 20260406 20260504 20260601 20260629 20260727 20260824 20260921,水,20250908 20250922 20251006 20251020 20251103 20251117 20251201 20251215 20251229 20260119 20260202 20260216 20260302 20260316 20260330 20260413 20260427 20260511 20260525 20260608 20260622 20260706 20260720 20260803 20260817 20260831 20260914 20260928,木
中央区(5) 大通西20丁目～28丁目,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 南1条～3条の西20丁目～28丁目,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 北1条・2条の西20丁目～28丁目,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 北3条～11条の西21丁目～30丁目,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 北12条西20丁目～23丁目,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 北14条西20丁目,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 宮の森・宮ヶ丘・盤渓,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(5) 円山西町（9丁目5番、6番を除く）,札幌センター1,火 金,20250904 20251002 20251030 20251127 20260521 20260618 20260716 20260813 20260910,20250918 20251016 20251113 20251211 20260115 20260212 20260312 20260409 20260507 20260604 20260702 20260730 20260827 20260924,月,20250911 20250925 20251009 20251023 20251106 20251120 20251204 20251218 20260108 20260122 20260205 20260219 20260305 20260319 20260402 20260416 20260430 20260514 20260528 20260611 20260625 20260709 20260723 20260806 20260820 20260903 20260917,水
中央区(6) 大通西1丁目～19丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 大通東○丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南○条東○丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 北○条東○丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南1条・2条の西1丁目～19丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南3条西1丁目～10丁目・13丁目～18丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南3条西11丁目・12丁目（南3条通の北側のみ）,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南4条西1丁目～6丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南4条西7丁目～10丁目（南4条通の北側のみ）,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南5条～8条の西1丁目～6丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南9条西1丁目～3丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南9条西4丁目～6丁目（南9条通の北側のみ）,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 南10条～15条の西1丁目～3丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 北1条西1丁目～9丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 北1条西10丁目～19丁目（北1条通の南側のみ）,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 北2条～4条の西1丁目～7丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 北5条西1丁目～8丁目,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
中央区(6) 中島公園,札幌センター1,火 金,20250903 20251001 20251029 20251126 20260513 20260610 20260708 20260805 20260902,20250917 20251015 20251112 20251210 20260107 20260204 20260304 20260401 20260429 20260527 20260624 20260722 20260819 20260916,木,20250910 20250924 20251008 20251022 20251105 20251119 20251203 20251217 20251231 20260114 20260128 20260211 20260225 20260311 20260325 20260408 20260422 20260506 20260520 20260603 20260617 20260701 20260715 20260729 20260812 20260826 20260909 20260923,月
厚別区(1) 厚別西○条○丁目、○番地,札幌センター1,月 木,20250912 20251010 20251107 20251205 20260501 20260529 20260626 20260724 20260821 20260918,20250926 20251024 20251121 20251219 20260123 20260220 20260320 20260417 20260515 20260612 20260710 20260807 20260904,火,20250905 20250919 20251003 20251017 20251031 20251114 20251128 20251212 20251226 20260116 20260130 20260213 20260227 20260313 20260327 20260410 20260424 20260508 20260522 20260605 20260619 20260703 20260717 20260731 20260814 20260828 20260911 20260925,水
厚別区(1) 厚別北○条○丁目,札幌センター1,月 木,20250912 20251010 20251107 20251205 20260501 20260529 20260626 20260724 20260821 20260918,20250926 20251024 20251121 20251219 20260123 20260220 20260320 20260417 20260515 20260612 20260710 20260807 20260904,火,20250905 20250919 20251003 20251017 20251031 20251114 20251128 20251212 20251226 20260116 20260130 20260213 20260227 20260313 20260327 20260410 20260424 20260508 20260522 20260605 20260619 20260703 20260717 20260731 20260814 20260828 20260911 20260925,水
