地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
南区(1) 澄川4条4丁目（1番18号～27号、2番～11番）・澄川4条5丁目～12丁目,札幌センター1,月 木,20240920 20241018 20241115 20250509 20250606 20250704 20250801 20250829 20250926,20240906 20241004 20241101 20241129 20241227 20250131 20250228 20250328 20250425 20250523 20250620 20250718 20250815 20250912,火,20240913 20240927 20241011 20241025 20241108 20241122 20241206 20241220 20250110 20250124 20250207 20250221 20250307 20250321 20250404 20250418 20250502 20250516 20250530 20250613 20250627 20250711 20250725 20250808 20250822 20250905 20250919,水
南区(1) 澄川5条4丁目（1番・7番～9番）・澄川5条5丁目（1番～9番（9番1～5を除く））,札幌センター1,月 木,20240920 20241018 20241115 20250509 20250606 20250704 20250801 20250829 20250926,20240906 20241004 20241101 20241129 20241227 20250131 20250228 20250328 20250425 20250523 20250620 20250718 20250815 20250912,火,20240913 20240927 20241011 20241025 20241108 20241122 20241206 20241220 20250110 20250124 20250207 20250221 20250307 20250321 20250404 20250418 20250502 20250516 20250530 20250613 20250627 20250711 20250725 20250808 20250822 20250905 20250919,水
南区(1) 澄川5条6丁目（1番～8番）・澄川5条7丁目～13丁目,札幌センター1,月 木,20240920 20241018 20241115 20250509 20250606 20250704 20250801 20250829 20250926,20240906 20241004 20241101 20241129 20241227 20250131 20250228 20250328 20250425 20250523 20250620 20250718 20250815 20250912,火,20240913 20240927 20241011 20241025 20241108 20241122 20241206 20241220 20250110 20250124 20250207 20250221 20250307 20250321 20250404 20250418 20250502 20250516 20250530 20250613 20250627 20250711 20250725 20250808 20250822 20250905 20250919,水
南区(1) 澄川6条7丁目～13丁目,札幌センター1,月 木,20240920 20241018 20241115 20250509 20250606 20250704 20250801 20250829 20250926,20240906 20241004 20241101 20241129 20241227 20250131 20250228 20250328 20250425 20250523 20250620 20250718 20250815 20250912,火,20240913 20240927 20241011 20241025 20241108 20241122 20241206 20241220 20250110 20250124 20250207 20250221 20250307 20250321 20250404 20250418 20250502 20250516 20250530 20250613 20250627 20250711 20250725 20250808 20250822 20250905 20250919,水
南区(1) 澄川○番地,札幌センター1,月 木,20240920 20241018 20241115 20250509 20250606 20250704 20250801 20250829 20250926,20240906 20241004 20241101 20241129 20241227 20250131 20250228 20250328 20250425 20250523 20250620 20250718 20250815 20250912,火,20240913 20240927 20241011 20241025 20241108 20241122 20241206 20241220 20250110 20250124 20250207 20250221 20250307 20250321 20250404 20250418 20250502 20250516 20250530 20250613 20250627 20250711 20250725 20250808 20250822 20250905 20250919,水
南区(1) 真駒内柏丘・東町・幸町・泉町・南町の○丁目,札幌センター1,月 木,20240920 20241018 20241115 20250509 20250606 20250704 20250801 20250829 20250926,20240906 20241004 20241101 20241129 20241227 20250131 20250228 20250328 20250425 20250523 20250620 20250718 20250815 20250912,火,20240913 20240927 20241011 20241025 20241108 20241122 20241206 20241220 20250110 20250124 20250207 20250221 20250307 20250321 20250404 20250418 20250502 20250516 20250530 20250613 20250627 20250711 20250725 20250808 20250822 20250905 20250919,水
南区(2) 石山○条○丁目、○番地（石山1条1丁目12番を除く）,札幌センター1,月 木,20240917 20241015 20241112 20241210 20250527 20250624 20250722 20250819 20250916,20240903 20241001 20241029 20241126 20241224 20250121 20250218 20250318 20250415 20250513 20250610 20250708 20250805 20250902,水,20240910 20240924 20241008 20241022 20241105 20241119 20241203 20241217 20241231 20250114 20250128 20250211 20250225 20250311 20250325 20250408 20250422 20250506 20250520 20250603 20250617 20250701 20250715 20250729 20250812 20250826 20250909 20250923,金
南区(2) 石山東○丁目,札幌センター1,月 木,20240917 20241015 20241112 20241210 20250527 20250624 20250722 20250819 20250916,20240903 20241001 20241029 20241126 20241224 20250121 20250218 20250318 20250415 20250513 20250610 20250708 20250805 20250902,水,20240910 20240924 20241008 20241022 20241105 20241119 20241203 20241217 20241231 20250114 20250128 20250211 20250225 20250311 20250325 20250408 20250422 20250506 20250520 20250603 20250617 20250701 20250715 20250729 20250812 20250826 20250909 20250923,金
南区(2) 常盤○条○丁目、○番地,札幌センター1,月 木,20240917 20241015 20241112 20241210 20250527 20250624 20250722 20250819 20250916,20240903 20241001 20241029 20241126 20241224 20250121 20250218 20250318 20250415 20250513 20250610 20250708 20250805 20250902,水,20240910 20240924 20241008 20241022 20241105 20241119 20241203 20241217 20241231 20250114 20250128 20250211 20250225 20250311 20250325 20250408 20250422 20250506 20250520 20250603 20250617 20250701 20250715 20250729 20250812 20250826 20250909 20250923,金
南区(2) 滝野○番地,札幌センター1,月 木,20240917 20241015 20241112 20241210 20250527 20250624 20250722 20250819 20250916,20240903 20241001 20241029 20241126 20241224 20250121 20250218 20250318 20250415 20250513 20250610 20250708 20250805 20250902,水,20240910 20240924 20241008 20241022 20241105 20241119 20241203 20241217 20241231 20250114 20250128 20250211 20250225 20250311 20250325 20250408 20250422 20250506 20250520 20250603 20250617 20250701 20250715 20250729 20250812 20250826 20250909 20250923,金
南区(2) 真駒内○番地（自衛隊真駒内駐屯地を除く）,札幌センター1,月 木,20240917 20241015 20241112 20241210 20250527 20250624 20250722 20250819 20250916,20240903 20241001 20241029 20241126 20241224 20250121 20250218 20250318 20250415 20250513 20250610 20250708 20250805 20250902,水,20240910 20240924 20241008 20241022 20241105 20241119 20241203 20241217 20241231 20250114 20250128 20250211 20250225 20250311 20250325 20250408 20250422 20250506 20250520 20250603 20250617 20250701 20250715 20250729 20250812 20250826 20250909 20250923,金
南区(2) 芸術の森○丁目,札幌センター1,月 木,20240917 20241015 20241112 20241210 20250527 20250624 20250722 20250819 20250916,20240903 20241001 20241029 20241126 20241224 20250121 20250218 20250318 20250415 20250513 20250610 20250708 20250805 20250902,水,20240910 20240924 20241008 20241022 20241105 20241119 20241203 20241217 20241231 20250114 20250128 20250211 20250225 20250311 20250325 20250408 20250422 20250506 20250520 20250603 20250617 20250701 20250715 20250729 20250812 20250826 20250909 20250923,金
南区(3) 藤野○条○丁目、○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 白川○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 簾舞○条○丁目、○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 砥山○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 豊滝○丁目、○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 硬石山○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 小金湯○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 定山渓温泉西・東の○丁目,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(3) 定山渓○番地,札幌センター1,月 木,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,金,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,火
南区(4) 澄川1条1丁目～4丁目,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 澄川2条1丁目～3丁目・4丁目（1番～11番）,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 澄川3条1丁目～3丁目・4丁目（1番～6番）,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 澄川4条1丁目～3丁目・4丁目（1番1号～17号）,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 澄川5条3丁目・4丁目（2番～6番）,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 澄川5条5丁目（9番1～5、10番～19番）・澄川5条6丁目（9番～14番）,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 澄川6条3丁目～6丁目,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 真駒内本町・曙町・上町・緑町の○丁目,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(4) 真駒内○番地（自衛隊真駒内駐屯地のみ）,札幌センター1,火 金,20240916 20241014 20241111 20241209 20250526 20250623 20250721 20250818 20250915,20240902 20240930 20241028 20241125 20241223 20250120 20250217 20250317 20250414 20250512 20250609 20250707 20250804 20250901 20250929,木,20240909 20240923 20241007 20241021 20241104 20241118 20241202 20241216 20241230 20250113 20250127 20250210 20250224 20250310 20250324 20250407 20250421 20250505 20250519 20250602 20250616 20250630 20250714 20250728 20250811 20250825 20250908 20250922,水
南区(5) 南30条～39条の西○丁目,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,月,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,水
南区(5) 藻岩下○丁目、○番地,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,月,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,水
南区(5) 川沿1条～6条の○丁目,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,月,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,水
南区(5) 北ノ沢○丁目、○番地,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,月,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,水
南区(5) 中ノ沢○丁目、○番地,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,月,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,水
南区(6) 南沢○条○丁目、○番地（南沢1条3丁目1番5～14、20番、21番を除く）,札幌センター1,火 金,20240918 20241016 20241113 20250507 20250604 20250702 20250730 20250827 20250924,20240904 20241002 20241030 20241127 20241225 20250129 20250226 20250326 20250423 20250521 20250618 20250716 20250813 20250910,月,20240911 20240925 20241009 20241023 20241106 20241120 20241204 20241218 20250108 20250122 20250205 20250219 20250305 20250319 20250402 20250416 20250430 20250514 20250528 20250611 20250625 20250709 20250723 20250806 20250820 20250903 20250917,木
南区(7) 川沿7条～18条の○丁目,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,水,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,月
南区(7) 南沢1条3丁目1番5～14、20番、21番,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,水,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,月
南区(7) 石山1条1丁目12番,札幌センター1,火 金,20240919 20241017 20241114 20250508 20250605 20250703 20250731 20250828 20250925,20240905 20241003 20241031 20241128 20241226 20250130 20250227 20250327 20250424 20250522 20250619 20250717 20250814 20250911,水,20240912 20240926 20241010 20241024 20241107 20241121 20241205 20241219 20250109 20250123 20250206 20250220 20250306 20250320 20250403 20250417 20250501 20250515 20250529 20250612 20250626 20250710 20250724 20250807 20250821 20250904 20250918,月
豊平区(1) 豊平○条○丁目,札幌センター1,火 金,20240923 20241021 20241118 20250505 20250602 20250630 20250728 20250825 20250922,20240909 20241007 20241104 20241202 20241230 20250127 20250224 20250324 20250421 20250519 20250616 20250714 20250811 20250908,水,20240902 20240916 20240930 20241014 20241028 20241111 20241125 20241209 20241223 20250106 20250120 20250203 20250217 20250303 20250317 20250331 20250414 20250428 20250512 20250526 20250609 20250623 20250707 20250721 20250804 20250818 20250901 20250915 20250929,木
豊平区(1) 旭町○丁目,札幌センター1,火 金,20240923 20241021 20241118 20250505 20250602 20250630 20250728 20250825 20250922,20240909 20241007 20241104 20241202 20241230 20250127 20250224 20250324 20250421 20250519 20250616 20250714 20250811 20250908,水,20240902 20240916 20240930 20241014 20241028 20241111 20241125 20241209 20241223 20250106 20250120 20250203 20250217 20250303 20250317 20250331 20250414 20250428 20250512 20250526 20250609 20250623 20250707 20250721 20250804 20250818 20250901 20250915 20250929,木
豊平区(1) 水車町○丁目,札幌センター1,火 金,20240923 20241021 20241118 20250505 20250602 20250630 20250728 20250825 20250922,20240909 20241007 20241104 20241202 20241230 20250127 20250224 20250324 20250421 20250519 20250616 20250714 20250811 20250908,水,20240902 20240916 20240930 20241014 20241028 20241111 20241125 20241209 20241223 20250106 20250120 20250203 20250217 20250303 20250317 20250331 20250414 20250428 20250512 20250526 20250609 20250623 20250707 20250721 20250804 20250818 20250901 20250915 20250929,木
豊平区(2) 中の島○条○丁目,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(2) 平岸○条○丁目,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(2) 美園○条○丁目,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(2) 月寒西1条2丁目1番45～62,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(2) 月寒西1条3丁目1番（35～38のみ）,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(2) 月寒西2条4丁目1番,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(2) 月寒中央通1丁目1番20,札幌センター1,火 金,20240925 20241023 20241120 20250514 20250611 20250709 20250806 20250903,20240911 20241009 20241106 20241204 20250108 20250205 20250305 20250402 20250430 20250528 20250625 20250723 20250820 20250917,木,20240904 20240918 20241002 20241016 20241030 20241113 20241127 20241211 20241225 20250115 20250129 20250212 20250226 20250312 20250326 20250409 20250423 20250507 20250521 20250604 20250618 20250702 20250716 20250730 20250813 20250827 20250910 20250924,月
豊平区(3) 西岡○条○丁目、○番地,札幌センター1,火 金,20240926 20241024 20241121 20250515 20250612 20250710 20250807 20250904,20240912 20241010 20241107 20241205 20250109 20250206 20250306 20250403 20250501 20250529 20250626 20250724 20250821 20250918,月,20240905 20240919 20241003 20241017 20241031 20241114 20241128 20241212 20241226 20250116 20250130 20250213 20250227 20250313 20250327 20250410 20250424 20250508 20250522 20250605 20250619 20250703 20250717 20250731 20250814 20250828 20250911 20250925,水
豊平区(3) 福住○条○丁目,札幌センター1,火 金,20240926 20241024 20241121 20250515 20250612 20250710 20250807 20250904,20240912 20241010 20241107 20241205 20250109 20250206 20250306 20250403 20250501 20250529 20250626 20250724 20250821 20250918,月,20240905 20240919 20241003 20241017 20241031 20241114 20241128 20241212 20241226 20250116 20250130 20250213 20250227 20250313 20250327 20250410 20250424 20250508 20250522 20250605 20250619 20250703 20250717 20250731 20250814 20250828 20250911 20250925,水
豊平区(3) 羊ヶ丘7番地,札幌センター1,火 金,20240926 20241024 20241121 20250515 20250612 20250710 20250807 20250904,20240912 20241010 20241107 20241205 20250109 20250206 20250306 20250403 20250501 20250529 20250626 20250724 20250821 20250918,月,20240905 20240919 20241003 20241017 20241031 20241114 20241128 20241212 20241226 20250116 20250130 20250213 20250227 20250313 20250327 20250410 20250424 20250508 20250522 20250605 20250619 20250703 20250717 20250731 20250814 20250828 20250911 20250925,水
豊平区(4) 月寒東○条○丁目,札幌センター1,月 木,20240924 20241022 20241119 20250506 20250603 20250701 20250729 20250826 20250923,20240910 20241008 20241105 20241203 20241231 20250128 20250225 20250325 20250422 20250520 20250617 20250715 20250812 20250909,金,20240903 20240917 20241001 20241015 20241029 20241112 20241126 20241210 20241224 20250107 20250121 20250204 20250218 20250304 20250318 20250401 20250415 20250429 20250513 20250527 20250610 20250624 20250708 20250722 20250805 20250819 20250902 20250916,水
豊平区(4) 月寒西○条○丁目（月寒西1条2丁目1番45～62・月寒西1条3丁目1番35～38・月寒西2条4丁目1番を除く）,札幌センター1,月 木,20240924 20241022 20241119 20250506 20250603 20250701 20250729 20250826 20250923,20240910 20241008 20241105 20241203 20241231 20250128 20250225 20250325 20250422 20250520 20250617 20250715 20250812 20250909,金,20240903 20240917 20241001 20241015 20241029 20241112 20241126 20241210 20241224 20250107 20250121 20250204 20250218 20250304 20250318 20250401 20250415 20250429 20250513 20250527 20250610 20250624 20250708 20250722 20250805 20250819 20250902 20250916,水
豊平区(4) 月寒中央通○丁目（月寒中央通1丁目1番20を除く）,札幌センター1,月 木,20240924 20241022 20241119 20250506 20250603 20250701 20250729 20250826 20250923,20240910 20241008 20241105 20241203 20241231 20250128 20250225 20250325 20250422 20250520 20250617 20250715 20250812 20250909,金,20240903 20240917 20241001 20241015 20241029 20241112 20241126 20241210 20241224 20250107 20250121 20250204 20250218 20250304 20250318 20250401 20250415 20250429 20250513 20250527 20250610 20250624 20250708 20250722 20250805 20250819 20250902 20250916,水
豊平区(4) 羊ヶ丘1番地,札幌センター1,月 木,20240924 20241022 20241119 20250506 20250603 20250701 20250729 20250826 20250923,20240910 20241008 20241105 20241203 20241231 20250128 20250225 20250325 20250422 20250520 20250617 20250715 20250812 20250909,金,20240903 20240917 20241001 20241015 20241029 20241112 20241126 20241210 20241224 20250107 20250121 20250204 20250218 20250304 20250318 20250401 20250415 20250429 20250513 20250527 20250610 20250624 20250708 20250722 20250805 20250819 20250902 20250916,水
